,auteurs,url,tags,0,1,2,3,4,5,6
2730,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/20152/quelques-limites-et-critiques-de-l-evaluation-et-de-la-quantification,Prospective_Service public_Évaluation,Prospective,Service public,Évaluation,,,,
2731,Anne FORNEROD,https://www.millenaire3.com/ressources/La-possibilite-d-un-rite-civil,Usage_Service public,Usage,Service public,,,,,
2732,Caroline HAMON,https://www.millenaire3.com/dossiers/2022/resilience-quelles-articulations-entre-acteurs-publics-et-initiatives-du-territoire/bricologis-notre-vision-de-la-resilience-aider-chacun-a-ameliorer-son-quotidien-a-moindre-cout,Transition_Économie,Transition,Économie,,,,,
2735,Boris CHABANEL,https://www.millenaire3.com/dossiers/2016/developper-l-economie-de-proximite/La-societe-des-modes-de-vie,Attractivité,Attractivité,,,,,,
2736,Philippe DUJARDIN,https://www.millenaire3.com/dossiers/2019/doctrines-politiques-et-action-publique/Tony-Garnier-un-architecte-solidariste,Pensées politiques,Pensées politiques,,,,,,
2737,Laure BORNAREL,https://www.millenaire3.com/ressources/les-medecines-non-conventionnelles,Santé,Santé,,,,,,
2738,Lucas PIESSAT,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-fermeture-annoncee-d-un-monde-en-ruines-quelle-industrie-a-l-heure-de-l-anthropocene,Veille M3,Veille M3,,,,,,
2739,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/solidarite-internationale-perspectives-et-enjeux-pour-la-metropole-lyonnaise,Solidarité_Grand Lyon,Solidarité,Grand Lyon,,,,,
2740,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2022/principe-de-subsidiarite-a-la-recherche-de-la-bonne-echelle-d-action,Institution_Service public,Institution,Service public,,,,,
2741,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2022/pouvoir-d-habiter-se-reapproprier-la-question-du-logement/antidette-construire-avec-les-pairs-la-lutte-contre-les-dettes-locatives,Cadre de vie_Pauvreté_Habitat,Cadre de vie,Pauvreté,Habitat,,,,
2742,Thomas HAJDUKOWICZ,https://www.millenaire3.com/dossiers/Alimentation-Comment-transformer-une-metropole-en-territoire-nourricier2/relire-le-mangeur-hypermoderne-francois-ascher-a-t-il-predit-nos-pratiques-alimentaires-actuelles,Patrimoine_Culture,Patrimoine,Culture,,,,,
2743,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/Art-espace-public-les-passeurs-et-les-passants/Portfolio-Street-art-dans-les-rues-du-Grand-Lyon-quelles-pratiques-quelles-intentions-1-3,Culture_Grand Lyon,Culture,Grand Lyon,,,,,
2744,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/Art-espace-public-les-passeurs-et-les-passants/Portfolio-Street-art-dans-les-rues-du-Grand-Lyon-quelles-pratiques-quelles-intentions-1-3,Culture_Grand Lyon,Culture,Grand Lyon,,,,,
2745,Frédéric BERTRAND,https://www.millenaire3.com/dossiers/2013/rituels-funeraires-ville-et-cimetieres-archives/Allons-nous-manquer-d-espaces,Usage_Service public,Usage,Service public,,,,,
2748,Caroline JANUEL,https://www.millenaire3.com/ressources/Etudiants-et-crise-sanitaire-Quels-impacts-psychologiques-Quelles-reponses,Santé_Jeunesse,Santé,Jeunesse,,,,,
2749,Hélène REIGNER,https://www.millenaire3.com/ressources/solidarite-territoriale-integration-communautaire-et-democratie-intercommunale,Solidarité_Recherche,Solidarité,Recherche,,,,,
2750,David CHEVALLIER,https://www.millenaire3.com/dossiers/Sans-abri/Situation-des-personnes-sans-abri-sur-le-territoire-de-la-Metropole-de-Lyon,Citoyenneté_Inclusion_Pauvreté,Citoyenneté,Inclusion,Pauvreté,,,,
2751,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",https://www.millenaire3.com/ressources/strategie-de-lisbonne,International,International,,,,,,
2752,Catherine FORET,https://www.millenaire3.com/ressources/Note-de-lecture-Le-conflit-de-Georg-Simmel,Démocratie,Démocratie,,,,,,
2753,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/neurosciences-un-nouveau-pole-de-competence-rhonalpin,Santé_Entreprise,Santé,Entreprise,,,,,
2754,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/cycle-veille-m3-sport-derriere-ce-miroir-de-la-societe-quelles-tendances-a-l-aeuvre/veille-m3-la-democratie-participative-peut-elle-faire-du-bien-au-sport,Démocratie_Sport,Démocratie,Sport,,,,,
2755,Philippe GARGOV,https://www.millenaire3.com/ressources/design-urbain-le-reel-en-relecture,Urbanisme,Urbanisme,,,,,,
2758,Catherine FORET,https://www.millenaire3.com/dossiers/2022/de-la-courly-au-grand-lyon-genese-et-developpement-d-une-metropole/l-adoption-du-plan-de-mandat-sous-raymond-barre-1996-quand-l-esprit-de-cooperation-supplante-les-clivages-partisans,Institution_Grand Lyon,Institution,Grand Lyon,,,,,
2759,Caroline MORICEAU,https://www.millenaire3.com/dossiers/2020/start-up-entrepreneuriat-innovant-3-3-focus-sur-l-ecosysteme-d-accompagnement/Internationalisation-des-entreprises-innovantes-Paroles-de-dirigeants,Entreprise_Innovation,Entreprise,Innovation,,,,,
2760,Laure PERRIN-VIDOZ,https://www.millenaire3.com/dossiers/2020/start-up-entrepreneuriat-innovant-3-3-focus-sur-l-ecosysteme-d-accompagnement/Internationalisation-des-entreprises-innovantes-Paroles-de-dirigeants,Entreprise_Innovation,Entreprise,Innovation,,,,,
2761,Boris CHABANEL,https://www.millenaire3.com/dossiers/2021/prospective-du-travail-entre-exigences-et-besoin-d-harmonie/prospective-du-travail-7-7-strategies-et-pratiques-manageriales,Travail_Management,Travail,Management,,,,,
2762,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/2021/prospective-du-travail-entre-exigences-et-besoin-d-harmonie/prospective-du-travail-7-7-strategies-et-pratiques-manageriales,Travail_Management,Travail,Management,,,,,
2763,Brice DURY,https://www.millenaire3.com/ressources/La-mort-c-est-grave-Etude-des-pratiques-funeraires,Usage_Service public,Usage,Service public,,,,,
2766,Caroline RICHEMONT,https://www.millenaire3.com/dossiers/2021/cycle-veille-m3-souverainete-numerique-quelles-territorialisations-pour-la-toile/veille-m3-la-souverainete-numerique-oui-mais-laquelle,Numérique_Veille M3,Numérique,Veille M3,,,,,
2767,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/2021/cycle-veille-m3-souverainete-numerique-quelles-territorialisations-pour-la-toile/veille-m3-la-souverainete-numerique-oui-mais-laquelle,Numérique_Veille M3,Numérique,Veille M3,,,,,
2768,Aldo NAOURI,https://www.millenaire3.com/ressources/Petite-enfance-et-role-des-parents,Éducation_Jeunesse,Éducation,Jeunesse,,,,,
2769,Anne-Caroline JAMBAUD,https://www.millenaire3.com/dossiers/2011/l-art-public-a-lyon-archives/La-place-de-Lyon-dans-le-domaine-de-l-art-public,Patrimoine_Culture,Patrimoine,Culture,,,,,
2770,Stéphane AUTRAN,https://www.millenaire3.com/ressources/l-hotel-de-la-communaute-urbaine-de-lyon-un-symbole-de-modernite-et-d-ambition-un-outil-de-cohesion-des-services,Institution_Grand Lyon,Institution,Grand Lyon,,,,,
2771,Jean-Claude BARTHEZ,https://www.millenaire3.com/ressources/memoire-et-identite-d-un-quartier,Patrimoine,Patrimoine,,,,,,
2772,Quentin ZARAGORI,https://www.millenaire3.com/dossiers/2022/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/la-qualite-de-l-air-une-affaire-d-experts,Cadre de vie_Évaluation,Cadre de vie,Évaluation,,,,,
2773,Manon LOISEL,https://www.millenaire3.com/ressources/2018/pour-une-prospective-du-metier-d-elu-local,Prospective_Démocratie,Prospective,Démocratie,,,,,
2774,Nicolas RIO,https://www.millenaire3.com/ressources/2018/pour-une-prospective-du-metier-d-elu-local,Prospective_Démocratie,Prospective,Démocratie,,,,,
2779,John WRENCH,https://www.millenaire3.com/ressources/les-mesures-contre-les-discriminations-dans-le-monde-du-travail-en-europe,Travail_International_Justice,Travail,International,Justice,,,,
2780,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2023/petite-histoire-recente-et-politique-de-la-sobriete-energetique,Transition,Transition,,,,,,
2781,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2019/changement-de-comportements/Comportements-et-espace,Cadre de vie_Temps_Éducation,Cadre de vie,Temps,Éducation,,,,
2782,Gilbert BERLIOZ,https://www.millenaire3.com/dossiers/2021/incivilites-violences-quand-le-guichet-devient-un-exutoire/Malaise-dans-l-accompagnement-les-travailleurs-sociaux-entre-urgences-sociales-et-risques-professionnelles,Usage_Service public,Usage,Service public,,,,,
2783,Cédric POLÈRE,https://www.millenaire3.com/ressources/qu-est-ce-que-la-laicite-quinze-ans-apres-l-affaire-du-voile-et-pres-d-un-siecle-apres-la-loi-de-1905,Culture_Laïcité_Égalité,Culture,Laïcité,Égalité,,,,
2784,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/dossiers/2023/liens-et-lieux-du-travail-quelles-tendances-a-l-aeuvre-depuis-la-pandemie/les-6-grands-defis-du-coworking,Travail,Travail,,,,,,
2785,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2019/grandir-en-banlieue-2-la-question-des-mobilites-sociales/Un-parcours-d-integration-par-la-creation-d-entreprise,Inclusion_Entreprise,Inclusion,Entreprise,,,,,
2786,Benjamin LIPPENS,https://www.millenaire3.com/dossiers/2023/quartiers-populaires-politique-de-la-ville-au-caeur-des-enjeux-le-quotidien-des-habitants/julien-talpin-les-quartiers-populaires-ne-sont-pas-des-deserts-politiques-mais-il-faut-aussi-rendre-compte-des-difficultes-de-la-participation,Concertation_Politique de la ville_Institution_Laïcité,Concertation,Politique de la ville,Institution,Laïcité,,,
2787,Julie JEAMMAUD,https://www.millenaire3.com/ressources/2021/veille-m3-collapsologie-avec-les-terrestres-accepter-la-fin-d-un-monde-et-construire-le-suivant,Prospective_Veille M3,Prospective,Veille M3,,,,,
2788,Eric CEDIEY,https://www.millenaire3.com/ressources/action-positives-et-approche-integree-deux-approches-opposees,Pensées politiques,Pensées politiques,,,,,,
2789,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/La-protection-du-patrimoine-et-sa-genese,Patrimoine,Patrimoine,,,,,,
2790,Anouk JORDAN,https://www.millenaire3.com/ressources/2018/ecoles-hors-contrat,Laïcité_Innovation_Éducation,Laïcité,Innovation,Éducation,,,,
2791,Anne FORNEROD,https://www.millenaire3.com/ressources/2018/ecoles-hors-contrat,Laïcité_Innovation_Éducation,Laïcité,Innovation,Éducation,,,,
2792,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/ressources/2018/ecoles-hors-contrat,Laïcité_Innovation_Éducation,Laïcité,Innovation,Éducation,,,,
2793,Julie JEAMMAUD,https://www.millenaire3.com/ressources/2022/veille-m3-a-l-ombre-de-la-puissance-quelles-alternatives-citoyennes-aux-modeles-energetiques-dominants,Citoyenneté_Veille M3,Citoyenneté,Veille M3,,,,,
2794,Stéphanie BEAUCHENE,https://www.millenaire3.com/ressources/le-rhone-au-caeur-d-un-reseau-de-parcs-urbains,Cadre de vie_Ressources,Cadre de vie,Ressources,,,,,
2795,Sophie KELLER,https://www.millenaire3.com/dossiers/Start-up-entrepreneuriat-innovant-1-3-Temoignages-d-entrepreneurs/Entrepreneur-innovant-social-et-solidaire-l-exemple-du-Grap,Innovation_Entreprise,Innovation,Entreprise,,,,,
2796,Caroline JANUEL,https://www.millenaire3.com/dossiers/veille-m3/veille-m3-diane-dupre-la-tour-les-petites-cantines-le-repas-est-un-formidable-trait-d-union-entre-les-gens,Solidarité_Transition_Veille M3,Solidarité,Transition,Veille M3,,,,
2797,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2019/grandir-en-banlieue-1-les-quartiers-populaires/Annees-2000-quand-la-Politique-de-la-Ville-revele-une-politique-d-integration-a-la-francaise,Politique de la ville_Inclusion_Cohésion sociale,Politique de la ville,Inclusion,Cohésion sociale,,,,
2798,Sophie KELLER,https://www.millenaire3.com/ressources/2018/comprendre-l-impact-des-start-up-sur-les-secteurs-economiques,Entreprise_Innovation,Entreprise,Innovation,,,,,
2799,Clément JOURDAN,https://www.millenaire3.com/ressources/2018/comprendre-l-impact-des-start-up-sur-les-secteurs-economiques,Entreprise_Innovation,Entreprise,Innovation,,,,,
2800,François MAYSSAL,https://www.millenaire3.com/ressources/2018/comprendre-l-impact-des-start-up-sur-les-secteurs-economiques,Entreprise_Innovation,Entreprise,Innovation,,,,,
2801,Geoffroy BING,https://www.millenaire3.com/ressources/2018/comprendre-l-impact-des-start-up-sur-les-secteurs-economiques,Entreprise_Innovation,Entreprise,Innovation,,,,,
2806,François MAYSSAL,https://www.millenaire3.com/ressources/2021/ecoles-privees-la-dimension-economique,Éducation_Jeunesse,Éducation,Jeunesse,,,,,
2809,Philippe DUJARDIN,https://www.millenaire3.com/ressources/Les-biens-communs-patrimoniaux-une-ressource-eminente-pour-l-edification-d-un-espace-public-europeen,Patrimoine_Cohésion sociale_Économie,Patrimoine,Cohésion sociale,Économie,,,,
2810,Cédric POLÈRE,https://www.millenaire3.com/dossiers/Chantier-Egalite-Femmes-Hommes/Point-de-vue-Laurent-Chauvin-du-Centre-LGBTI,Genre,Genre,,,,,,
2811,Emile HOOGE,https://www.millenaire3.com/ressources/Quelle-societe-voulons-nous-a-l-ere-numerique,Valeurs_Numérique_Usage,Valeurs,Numérique,Usage,,,,
2812,Caroline JANUEL,https://www.millenaire3.com/ressources/Quelle-societe-voulons-nous-a-l-ere-numerique,Valeurs_Numérique_Usage,Valeurs,Numérique,Usage,,,,
2813,Florence LE NULZEC,https://www.millenaire3.com/ressources/15-annees-d-experiences-du-plan-lumiere-retrospective-lyonnaise-et-perspectives,Urbanisme,Urbanisme,,,,,,
2814,Emmanuelle LAMBREY,https://www.millenaire3.com/ressources/de-l-education-du-chien-et-de-son-maitre-un-metier-d-utilite-publique-educateur-canin,Biodiversité_Éducation,Biodiversité,Éducation,,,,,
2815,Eric CEDIEY,https://www.millenaire3.com/ressources/nommer-recenser-sans-stereotyper-ni-stigmatiser-les-categories-visees-par-la-discrimination,Inclusion,Inclusion,,,,,,
2816,Catherine FORET,https://www.millenaire3.com/ressources/Debat-public-et-dynamique-democratique,Démocratie,Démocratie,,,,,,
2817, LALCA,https://www.millenaire3.com/dossiers/2022/pouvoir-d-habiter-se-reapproprier-la-question-du-logement/qu-est-ce-que-l-hospitalite-a-l-echelle-d-une-ville,Solidarité_Inclusion_Social_Habitat,Solidarité,Inclusion,Social,Habitat,,,
2818,Bernard JOUVE,https://www.millenaire3.com/ressources/discussion-sur-un-ministere-federal-des-villes-la-ville-un-enjeu-cle-pour-ottawa,Institution_International,Institution,International,,,,,
2819,Cédric POLÈRE,https://www.millenaire3.com/ressources/nationalite-et-citoyennete-des-notions-indissociables,Pensées politiques,Pensées politiques,,,,,,
2820,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/20152/qu-est-ce-qu-un-indicateur,Évaluation,Évaluation,,,,,,
2821,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/2021/art-espace-public-les-passeurs-et-les-passants/Patrimoine-industriel-et-poetique-de-l-habitat-citadin-renouveler-l-art-de-faire-la-ville,Attractivité_Culture,Attractivité,Culture,,,,,
2822,Thierry THEURILLAT,https://www.millenaire3.com/ressources/une-finance-desolidarisee-des-territoires-de-l-economie-reelle,Finance_International,Finance,International,,,,,
2825,Benjamin LIPPENS,https://www.millenaire3.com/dossiers/2019/grandir-en-banlieue-1-les-quartiers-populaires/Classes-populaires-et-politiques-de-renovation-urbaine,Politique de la ville_Cohésion sociale,Politique de la ville,Cohésion sociale,,,,,
2826,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2021/nature-en-ville-comment-et-pourquoi-repondre-a-cette-demande-croissante/Histoire-du-service-Arbres-et-Paysage-au-Grand-Lyon,Biodiversité_Cadre de vie_Service public_Grand Lyon,Biodiversité,Cadre de vie,Service public,Grand Lyon,,,
2827,Caroline JANUEL,https://www.millenaire3.com/dossiers/2010/emergences-culturelles/Le-service-culturel-de-l-Universite-Lyon-1-un-bel-exemple-de-rencontre-des-arts-et-des-sciences,Culture_Recherche,Culture,Recherche,,,,,
2828,Nicolas LEPRÊTRE,https://www.millenaire3.com/ressources/Dix-reponses-sur-l-entrepreneuriat-innovant,Entreprise_Innovation,Entreprise,Innovation,,,,,
2829,Bruno BENOIT,https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/l-imprimerie-a-lyon-au-temps-de-la-renaissance,Patrimoine,Patrimoine,,,,,,
2832,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/Cite-Creation-a-Lyon,Patrimoine_Culture,Patrimoine,Culture,,,,,
2833,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/2016/l-effervescence-de-la-ville-intelligente,Numérique_Usage_Innovation,Numérique,Usage,Innovation,,,,
2834,François MAYSSAL,https://www.millenaire3.com/ressources/2016/l-effervescence-de-la-ville-intelligente,Numérique_Usage_Innovation,Numérique,Usage,Innovation,,,,
2835,Yoan OLLIVIER,https://www.millenaire3.com/ressources/2016/l-effervescence-de-la-ville-intelligente,Numérique_Usage_Innovation,Numérique,Usage,Innovation,,,,
2836,Emile HOOGE,https://www.millenaire3.com/dossiers/2021/essor-de-l-enseignement-superieur-prive-quels-enjeux-pour-l-agglomeration-lyonnaise/Cas-d-ecoles-Quand-le-secteur-prive-innove-sur-le-territoire-lyonnais,Éducation_Jeunesse,Éducation,Jeunesse,,,,,
2837,Catherine DEBRAND,https://www.millenaire3.com/dossiers/2021/essor-de-l-enseignement-superieur-prive-quels-enjeux-pour-l-agglomeration-lyonnaise/Cas-d-ecoles-Quand-le-secteur-prive-innove-sur-le-territoire-lyonnais,Éducation_Jeunesse,Éducation,Jeunesse,,,,,
2838,Benjamin  PRADEL,https://www.millenaire3.com/ressources/2021/du-temporaire-au-transitoire-retour-sur-la-prise-en-compte-du-temps-dans-l-urbanisme,Politique de la ville_Urbanisme,Politique de la ville,Urbanisme,,,,,
2839,Marianne CHOUTEAU,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-7,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
2840,Valérie DEFOY,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-7,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
2841,Catherine FORET,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-7,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
2842,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-7,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
2843,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-7,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
2844,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-7,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
2845,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/les-chemins-varies-de-l-emergence-culturelle-nouvelles-disciplines-nouvelles-pratiques,Culture,Culture,,,,,,
2846,Robert JONAC,https://www.millenaire3.com/ressources/l-eau-potable-le-rhone-source-des-grands-lyonnais,Patrimoine_Ressources,Patrimoine,Ressources,,,,,
2847,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/entre-decentralisation-des-competences-et-proximite-des-services-quels-enjeux-pour-la-territorialisation/intercommunalite-et-projets-de-territoire-quelques-chiffres-cles,Institution,Institution,,,,,,
2848,Nicolas LEPRÊTRE,https://www.millenaire3.com/dossiers/2020/covid-19-pour-une-prospective-en-temps-de-crise/Crise-sanitaire-du-Covid-19-l-apres-vu-pendant,Valeurs_Santé_Service public_Clivages,Valeurs,Santé,Service public,Clivages,,,
2849,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/la-grande-mosquee-de-lyon-et-les-mosquees-de-l-agglomeration,Laïcité,Laïcité,,,,,,
2850,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/2021/cycle-veille-m3-sport-derriere-ce-miroir-de-la-societe-quelles-tendances-a-l-aeuvre/veille-m3-terrains-de-foot-terrains-de-lutte-l-exemple-du-football-feminin,Sport_Veille M3_Genre,Sport,Veille M3,Genre,,,,
2851,Julien CASALS,https://www.millenaire3.com/dossiers/Commande-Publique-Responsable-un-levier-puissant-de-transition-ecologique-et-sociale/Commande-publique-responsable-Etat-des-lieux-des-pratiques-enjeux-et-freins-rencontres,Transition_Social,Transition,Social,,,,,
2852,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/2019/tendances-prospectives-societe/Sante-et-environnement,Santé_Climat,Santé,Climat,,,,,
2853,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/agenda-21-local-bilan-et-perspectives-en-europe-et-en-france,Transition_Économie_International,Transition,Économie,International,,,,
2856,Adelina MIRANDA,https://www.millenaire3.com/ressources/l-inclassable-naples,Cohésion sociale_International,Cohésion sociale,International,,,,,
2857,Boris CHABANEL,https://www.millenaire3.com/dossiers/Covid-19-Relectures-de-corpus-Tous-aux-archives/Souverainete-economique-relocaliser-pourquoi-et-comment,Santé_Économie,Santé,Économie,,,,,
2860,Surrendra SANTOKHI,https://www.millenaire3.com/ressources/la-haye-pays-bas-un-changement-dans-la-pensee-politique,International_Pensées politiques,International,Pensées politiques,,,,,
2861,Irène GAILLARD,https://www.millenaire3.com/ressources/Prendre-soin-de-l-intelligence-du-travail-pour-concevoir-des-organisations-soutenables,Usage_Service public,Usage,Service public,,,,,
2862,Vanina MOLLO,https://www.millenaire3.com/ressources/Prendre-soin-de-l-intelligence-du-travail-pour-concevoir-des-organisations-soutenables,Usage_Service public,Usage,Service public,,,,,
2863,Bruno BENOIT,https://www.millenaire3.com/ressources/le-saint-simonisme,Valeurs_Pensées politiques,Valeurs,Pensées politiques,,,,,
2866,Nicolas NOVA,https://www.millenaire3.com/ressources/2021/ecoles-privees-les-enseignements-du-contexte-genevois,Éducation_Jeunesse,Éducation,Jeunesse,,,,,
2867,Valérie BUTHION,https://www.millenaire3.com/ressources/sante-et-solidarite-une-conjonction-preventive,Solidarité_Santé,Solidarité,Santé,,,,,
2868,Laure BORNAREL,https://www.millenaire3.com/dossiers/2009/sante-psychique-et-logement-archives/l-hebergement-d-urgence-dans-le-secteur-psychiatrique,Solidarité_Santé_Handicap,Solidarité,Santé,Handicap,,,,
2869,Benjamin  PRADEL,https://www.millenaire3.com/dossiers/2023/du-transport-a-la-mobilite-le-mouvement-au-caeur-des-transitions-urbaines/aux-rythmes-de-la-ville-l-urbanisme-dynamique,Mobilité_Politique de la ville_Urbanisme,Mobilité,Politique de la ville,Urbanisme,,,,
2870,Sebastian ROCHE,https://www.millenaire3.com/ressources/Les-aspirations-et-clivages-dans-la-societe-francaises,Institution_Sécurité_Citoyenneté_Cohésion sociale_Clivages,Institution,Sécurité,Citoyenneté,Cohésion sociale,Clivages,,
2871,Margot BALDASSI,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2872,Julien CASALS,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2873,Anne-Caroline JAMBAUD,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2874,Nicolas LEPRÊTRE,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2875,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2876,Jean-Loup MOLIN,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2877,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2878,Kim SAKHO,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2879,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2880,Quentin ZARAGORI,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/Rapports-Femmes-Hommes-tendances-debats,Genre,Genre,,,,,,
2881,Sebastian ROCHE,https://www.millenaire3.com/ressources/aspirations-et-clivages-cohesion-sociale-et-violences-4-6,Sécurité_Cohésion sociale_Clivages,Sécurité,Cohésion sociale,Clivages,,,,
2882,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2020/la-crise-du-coronavirus-va-t-elle-renforcer-le-sentiment-d-injustice,Santé_Cohésion sociale_Clivages,Santé,Cohésion sociale,Clivages,,,,
2885,Catherine FORET,https://www.millenaire3.com/ressources/de-l-epopee-industrielle-de-l-est-lyonnais-au-projet-urbain-du-carre-de-soie,Patrimoine_Grand Lyon,Patrimoine,Grand Lyon,,,,,
2886,Bruno BENOIT,https://www.millenaire3.com/ressources/clement-ulysse-pila-1837-1909,Patrimoine,Patrimoine,,,,,,
2887,Hervé CHAYGNEAUD-DUPUY,https://www.millenaire3.com/dossiers/2022/l-eau-3-3-avec-eau-future-liberer-nos-imaginaires/eau-future-l-eau-et-nous-demain-panorama-des-imaginaires,Développement durable_Ressources_Grand Lyon,Développement durable,Ressources,Grand Lyon,,,,
2888,Emile HOOGE,https://www.millenaire3.com/dossiers/2022/l-eau-3-3-avec-eau-future-liberer-nos-imaginaires/eau-future-l-eau-et-nous-demain-panorama-des-imaginaires,Développement durable_Ressources_Grand Lyon,Développement durable,Ressources,Grand Lyon,,,,
2889,Julie GAYRAL,https://www.millenaire3.com/dossiers/2022/l-eau-3-3-avec-eau-future-liberer-nos-imaginaires/eau-future-l-eau-et-nous-demain-panorama-des-imaginaires,Développement durable_Ressources_Grand Lyon,Développement durable,Ressources,Grand Lyon,,,,
2890,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2011/ville-et-handicap-s/Divergences-et-convergences-des-approches-du-handicap-Partie-1-Qu-est-ce-que-le-handicap,Handicap_Inclusion_Cohésion sociale,Handicap,Inclusion,Cohésion sociale,,,,
