,source,target,values
18800,Cadre de vie,Mélanie GAT,8.0
18801,Cadre de vie,Diane GEFFROY,8.0
18809,Cadre de vie,François ASCHER,1.0
18810,Cadre de vie,Bruno VOISIN,1.0
18826,Cadre de vie,Dann METTIDJI,2.0
18837,Cadre de vie,Camille DUTHY,11.0
18839,Cadre de vie,Manon SCOTTO,2.0
18845,Cadre de vie,Malou ALLAGNAT,11.0
18846,Cadre de vie,cabinet SILOÉ,1.0
18850,Cadre de vie,Béatrice CHARRE,2.0
18851,Cadre de vie,Mireille LEMAHIEU,2.0
18876,Cadre de vie,François RIO,2.0
18893,Cadre de vie,Frédéric SEGUR,3.0
18898,Cadre de vie,Emmanuel BOUTEFEU,1.0
18899,Cadre de vie,Pierre BRÉCHON,1.0
18903,Cadre de vie,Alain HAYS,1.0
18904,Cadre de vie,Sandra DECELLE,4.0
18907,Cadre de vie,Michèle MASSON,1.0
18926,Cadre de vie,Didier CAZELLES,1.0
18938,Cadre de vie,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",4.0
18939,Cadre de vie,Elise ROCHE,1.0
18940,Cadre de vie,Guillaume SÉCHET,1.0
18941,Cadre de vie,Emilie DEFOORT,1.0
18943,Cadre de vie,Angela  LANTERI,4.0
18956,Cadre de vie,Florence LE NULZEC,2.0
18970,Cadre de vie,Bertrand LABASSE,1.0
18980,Cadre de vie,Jérôme SAINTE,1.0
18981,Cadre de vie,Leila BOUTAMINE,1.0
18982,Cadre de vie,Bernard MARET,1.0
18993,Cadre de vie,Richard CANTIN,1.0
19039,Cadre de vie,Elisabeth PERROT,1.0
19051,Cadre de vie,Chris BEYER,1.0
19052,Cadre de vie,Emilie RICHARD,1.0
19053,Cadre de vie,Dominique ROYOUX,1.0
19056,Cadre de vie,Jaques-Antoine MALAREWICZ,1.0
19057,Cadre de vie,Thomas FAILLEBIN,1.0
19069,Cadre de vie,Antoine ROYER,4.0
19078,Cadre de vie,Noé DELARGILLIÈRE,2.0
19079,Cadre de vie,Matias GOMEZ,1.0
19082,Cadre de vie,Kamil HAJJI,3.0
19087,Cadre de vie,Anne PINCHART,2.0
19111,Cadre de vie,Antoine BAILLY,1.0
19112,Cadre de vie,Paul MOREAU,1.0
19118,Cadre de vie,Denis CERCLET,1.0
19127,Cadre de vie,Siegfried Zhiqiang WU,1.0
19129,Cadre de vie,Marianne GUEROIS,1.0
19130,Cadre de vie,Fabien PAULUS,1.0
19144,Cadre de vie,Nicolas SOULIER,1.0
19162,Cadre de vie,Pascal BAVOUX,1.0
19177,Cadre de vie,Françoise SION,1.0
19207,Cadre de vie,Bruno DURIEZ,1.0
19214,Cadre de vie,Valérie DRAMARD,1.0
19221,Julie JEAMMAUD,Culture,25.0
19223,Julie JEAMMAUD,Inclusion,5.0
19232,Julie JEAMMAUD,Travail,22.0
19233,Julie JEAMMAUD,Entreprise,4.0
19235,Julie JEAMMAUD,Temps,1.0
19240,Julie JEAMMAUD,Numérique,10.0
19241,Julie JEAMMAUD,Usage,1.0
19247,Julie JEAMMAUD,Valeurs,3.0
19248,Julie JEAMMAUD,Économie,10.0
19250,Julie JEAMMAUD,Cadre de vie,2.0
19252,Julie JEAMMAUD,Citoyenneté,7.0
19253,Julie JEAMMAUD,Veille M3,37.0
19255,Julie JEAMMAUD,Cohésion sociale,8.0
19260,Julie JEAMMAUD,Santé,4.0
19263,Julie JEAMMAUD,Ressources,8.0
19264,Julie JEAMMAUD,Prospective,6.0
19270,Julie JEAMMAUD,Genre,6.0
19292,Julie JEAMMAUD,Grand Lyon,10.0
19296,Julie JEAMMAUD,Attractivité,5.0
19328,Julie JEAMMAUD,Management,7.0
19386,Julie JEAMMAUD,Sport,6.0
19564,Julie JEAMMAUD,Emploi,2.0
19723,Julie JEAMMAUD,Logistique,1.0
19840,Citoyenneté,Anne-Caroline JAMBAUD,3.0
19848,Citoyenneté,Emile HOOGE,2.0
19849,Citoyenneté,Cédric POLÈRE,9.0
19850,Citoyenneté,Ludovic VIÉVARD,11.0
19871,Citoyenneté,Julie JEAMMAUD,7.0
19874,Citoyenneté,Jean-Marc BERTHET,1.0
19879,Citoyenneté,Caroline JANUEL,1.0
19882,Citoyenneté,Marianne CHOUTEAU,3.0
19895,Citoyenneté,Emmanuelle LAMBREY,3.0
19899,Citoyenneté,David CHEVALLIER,5.0
19910,Citoyenneté,Catherine FORET,4.0
19921,Citoyenneté,Benjamin LIPPENS,7.0
19928,Citoyenneté,Sebastian ROCHE,4.0
19934,Citoyenneté,Jean-Loup MOLIN,4.0
19938,Citoyenneté,Eddy MAAROUFI,2.0
19940,Citoyenneté,Lucas PIESSAT,1.0
19952,Citoyenneté,Franck TANNERY,1.0
19959,Citoyenneté,Bruno BENOIT,1.0
19981,Citoyenneté,Justin FOLLENFANT,2.0
20003,Citoyenneté,Jean-Pascal BONHOTAL,1.0
20005,Citoyenneté,Abdelhafid HAMMOUCHE,1.0
20033,Citoyenneté,Olivier GIVRE,1.0
20035,Citoyenneté,Michel AGNAIEFF,1.0
20050,Citoyenneté,Bruno VOISIN,1.0
20053,Citoyenneté,Paul BOINO,1.0
20062,Citoyenneté,Sandrine BOUCHER,2.0
20087,Citoyenneté,Adèle SEYRIG,1.0
20088,Citoyenneté,Jeanne CARTILLIER,1.0
20089,Citoyenneté,Manu BODINIER,1.0
20097,Citoyenneté,Chtristophe CHABROT,3.0
20129,Citoyenneté,Julien THIBURCE,2.0
20131,Citoyenneté,Faïza BOULKEROUA,1.0
20150,Citoyenneté,Yoann PUPAT,3.0
20201,Citoyenneté,Sophie DE GAILLARD,1.0
20236,Citoyenneté,Beate COLLET,1.0
20314,Citoyenneté,Pablo JENSEN,1.0
20330,Citoyenneté,Fanny VIRY,1.0
20340,Citoyenneté,Laura DESMARIS,1.0
20341,Citoyenneté,Marc URHY,1.0
20347,Citoyenneté,Gérard SOUSI,1.0
20381,Citoyenneté,Luc FARALDI,1.0
20452,Citoyenneté,Guillaume GOURGUES,1.0
20476,Veille M3,Aurélien BOUTAUD,44.0
20482,Veille M3,Nicolas NOVA,48.0
20491,Veille M3,Julie JEAMMAUD,37.0
20499,Veille M3,Caroline JANUEL,26.0
20509,Veille M3,Nicolas LEPRÊTRE,5.0
20512,Veille M3,Sylvie  MAURIS-DEMOURIOUX,50.0
20540,Veille M3,Alexandre MONNIN,22.0
20546,Veille M3,Arthur GRIMONPONT,11.0
20558,Veille M3,Eddy MAAROUFI,48.0
20560,Veille M3,Lucas PIESSAT,40.0
20562,Veille M3,Quentin VERNETTE,6.0
20573,Veille M3,Pierre-Alain FOUR,7.0
20646,Veille M3,Caroline RICHEMONT,6.0
20785,Veille M3,Corinne HOOGE,5.0
21081,Jean-Marc BERTHET,Culture,1.0
21083,Jean-Marc BERTHET,Inclusion,8.0
21107,Jean-Marc BERTHET,Valeurs,1.0
21110,Jean-Marc BERTHET,Cadre de vie,4.0
21112,Jean-Marc BERTHET,Citoyenneté,1.0
21115,Jean-Marc BERTHET,Cohésion sociale,7.0
21116,Jean-Marc BERTHET,Biodiversité,1.0
21118,Jean-Marc BERTHET,Politique de la ville,7.0
21123,Jean-Marc BERTHET,Ressources,1.0
21125,Jean-Marc BERTHET,Éducation,5.0
21151,Jean-Marc BERTHET,Urbanisme,4.0
21152,Jean-Marc BERTHET,Grand Lyon,2.0
21155,Jean-Marc BERTHET,Patrimoine,2.0
21156,Jean-Marc BERTHET,Attractivité,1.0
21248,Jean-Marc BERTHET,Habitat,2.0
21256,Jean-Marc BERTHET,Sécurité,2.0
21313,Jean-Marc BERTHET,Action publique,1.0
21706,Cohésion sociale,Boris CHABANEL,5.0
21709,Cohésion sociale,Cédric POLÈRE,26.0
21710,Cohésion sociale,Ludovic VIÉVARD,26.0
21714,Cohésion sociale,Philippe DUJARDIN,2.0
21716,Cohésion sociale,Aurélien BOUTAUD,15.0
21731,Cohésion sociale,Julie JEAMMAUD,8.0
21734,Cohésion sociale,Jean-Marc BERTHET,7.0
21737,Cohésion sociale,Catherine PANASSIER,2.0
21749,Cohésion sociale,Nicolas LEPRÊTRE,4.0
21752,Cohésion sociale,Sylvie  MAURIS-DEMOURIOUX,10.0
21767,Cohésion sociale,Jean-Jack QUEYRANNE,1.0
21770,Cohésion sociale,Catherine FORET,6.0
21780,Cohésion sociale,Alexandre MONNIN,5.0
21781,Cohésion sociale,Benjamin LIPPENS,3.0
21788,Cohésion sociale,Sebastian ROCHE,14.0
21789,Cohésion sociale,Manon LOISEL,3.0
21794,Cohésion sociale,Jean-Loup MOLIN,7.0
21795,Cohésion sociale,Nicolas RIO,3.0
21798,Cohésion sociale,Eddy MAAROUFI,1.0
21799,Cohésion sociale,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,4.0
21809,Cohésion sociale,Matthieu BOURY,1.0
21813,Cohésion sociale,Pierre-Alain FOUR,8.0
21837,Cohésion sociale,Sophie KELLER,1.0
21841,Cohésion sociale,Justin FOLLENFANT,3.0
21842,Cohésion sociale,Martin FUSTER,1.0
21872,Cohésion sociale,Pierre GROSDEMOUGE,4.0
21883,Cohésion sociale,Virginie MILLIOT-BELMADANI,4.0
21891,Cohésion sociale,Stéphane AUTRAN,1.0
21926,Cohésion sociale,Dann METTIDJI,4.0
21953,Cohésion sociale,Lionel ARNAUD,1.0
21989,Cohésion sociale,Julien THIBURCE,4.0
22010,Cohésion sociale,Yoann PUPAT,2.0
22033,Cohésion sociale,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
22038,Cohésion sociale,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
22095,Cohésion sociale,Richard TOMLINS,1.0
22107,Cohésion sociale,Pierre MARGOT-CATTIN,1.0
22118,Cohésion sociale,Patrick SIMON,1.0
22124,Cohésion sociale,François DUBET,1.0
22135,Cohésion sociale,Abdellatif CHAOUITE,1.0
22147,Cohésion sociale,Adelina MIRANDA,1.0
22232,Cohésion sociale,Elinor KELLY,1.0
22259,Cohésion sociale,Olivier CHAVANON,1.0
22299,Cohésion sociale,Yannick LEMEL,1.0
22303,Cohésion sociale,Magdalena NIN-OTT,1.0
22304,Cohésion sociale,Antoine LIGIER,1.0
22326,Biodiversité,Boris CHABANEL,9.0
22329,Biodiversité,Cédric POLÈRE,3.0
22330,Biodiversité,Ludovic VIÉVARD,3.0
22336,Biodiversité,Aurélien BOUTAUD,51.0
22349,Biodiversité,Geneviève BERNARDIN,1.0
22354,Biodiversité,Jean-Marc BERTHET,1.0
22357,Biodiversité,Catherine PANASSIER,2.0
22359,Biodiversité,Caroline JANUEL,5.0
22362,Biodiversité,Marianne CHOUTEAU,1.0
22375,Biodiversité,Emmanuelle LAMBREY,1.0
22400,Biodiversité,Alexandre MONNIN,7.0
22406,Biodiversité,Arthur GRIMONPONT,22.0
22418,Biodiversité,Eddy MAAROUFI,2.0
22419,Biodiversité,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,2.0
22420,Biodiversité,Lucas PIESSAT,4.0
22421,Biodiversité,Gauthier BRAVAIS,4.0
22434,Biodiversité,Béatrice MAURINES,3.0
22435,Biodiversité,Lilian PELLEGRINO,3.0
22439,Biodiversité,Bruno BENOIT,3.0
22452,Biodiversité,Stéphanie BEAUCHENE,1.0
22501,Biodiversité,Paul COLONNA,3.0
22502,Biodiversité,Egizio VALCESCHINI,3.0
22510,Biodiversité,Delphine BALVET,1.0
22517,Biodiversité,Jean-Luc VUILLEMENOT,1.0
22551,Biodiversité,Collectif ECONOMIE ET HUMANISME,1.0
22566,Biodiversité,cabinet SILOÉ,1.0
22575,Biodiversité,Philippe CLERGEAU,4.0
22581,Biodiversité,Bernard CHOCAT,1.0
22587,Biodiversité,Michel RAFFIN,1.0
22613,Biodiversité,Frédéric SEGUR,3.0
22618,Biodiversité,Emmanuel BOUTEFEU,1.0
22623,Biodiversité,Alain HAYS,1.0
22624,Biodiversité,Sandra DECELLE,3.0
22628,Biodiversité,Adeline CHARVET,1.0
22629,Biodiversité,Charlotte VISAGE,1.0
22633,Biodiversité,Dominique BOURG,1.0
22636,Biodiversité,Bruno BIGOURDAN,1.0
22646,Biodiversité,Didier CAZELLES,1.0
22658,Biodiversité,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
22671,Biodiversité,Natacha GONDRAN,6.0
22676,Biodiversité,Florence LE NULZEC,1.0
22702,Biodiversité,Bernard MARET,1.0
22758,Biodiversité,André MICOUD,1.0
22776,Biodiversité,Jaques-Antoine MALAREWICZ,1.0
22807,Biodiversité,Anne PINCHART,2.0
22808,Biodiversité,Jean-Louis MICHELOT,1.0
22817,Biodiversité,Marc CHAMBOLLE,1.0
22856,Biodiversité,Yves CHALAS,1.0
22857,Biodiversité,Vinciane DESPRET,1.0
22885,Biodiversité,Dominique LESTEL,1.0
22897,Biodiversité,Françoise SION,1.0
22901,Biodiversité,Gérard HYTTE,1.0
22910,Biodiversité,Véronique GRANGER,1.0
22941,Catherine PANASSIER,Culture,4.0
22943,Catherine PANASSIER,Inclusion,17.0
22944,Catherine PANASSIER,Clivages,1.0
22952,Catherine PANASSIER,Travail,3.0
22953,Catherine PANASSIER,Entreprise,1.0
22955,Catherine PANASSIER,Temps,1.0
22957,Catherine PANASSIER,Transition,1.0
22960,Catherine PANASSIER,Numérique,4.0
22961,Catherine PANASSIER,Usage,5.0
22963,Catherine PANASSIER,Innovation,7.0
22966,Catherine PANASSIER,Solidarité,9.0
22967,Catherine PANASSIER,Valeurs,5.0
22968,Catherine PANASSIER,Économie,1.0
22970,Catherine PANASSIER,Cadre de vie,3.0
22975,Catherine PANASSIER,Cohésion sociale,2.0
22976,Catherine PANASSIER,Biodiversité,2.0
22978,Catherine PANASSIER,Politique de la ville,13.0
22980,Catherine PANASSIER,Santé,12.0
22981,Catherine PANASSIER,Handicap,10.0
22985,Catherine PANASSIER,Éducation,7.0
22987,Catherine PANASSIER,Service public,8.0
22998,Catherine PANASSIER,Jeunesse,7.0
23001,Catherine PANASSIER,Institution,5.0
23004,Catherine PANASSIER,Pensées politiques,4.0
23008,Catherine PANASSIER,Laïcité,1.0
23009,Catherine PANASSIER,Évaluation,2.0
23011,Catherine PANASSIER,Urbanisme,1.0
23012,Catherine PANASSIER,Grand Lyon,5.0
23013,Catherine PANASSIER,Justice,1.0
23015,Catherine PANASSIER,Patrimoine,4.0
23016,Catherine PANASSIER,Attractivité,1.0
23033,Catherine PANASSIER,Démocratie,12.0
23043,Catherine PANASSIER,Recherche,1.0
23075,Catherine PANASSIER,Social,2.0
23097,Catherine PANASSIER,Personnes âgées,1.0
23142,Catherine PANASSIER,Égalité,1.0
23560,Politique de la ville,Anne-Caroline JAMBAUD,6.0
23562,Politique de la ville,Benjamin  PRADEL,16.0
23566,Politique de la ville,Boris CHABANEL,2.0
23569,Politique de la ville,Cédric POLÈRE,1.0
23570,Politique de la ville,Ludovic VIÉVARD,4.0
23571,Politique de la ville,Eve DENJEAN,1.0
23576,Politique de la ville,Aurélien BOUTAUD,2.0
23582,Politique de la ville,Nicolas NOVA,5.0
23594,Politique de la ville,Jean-Marc BERTHET,7.0
23597,Politique de la ville,Catherine PANASSIER,13.0
23599,Politique de la ville,Caroline JANUEL,4.0
23612,Politique de la ville,Sylvie  MAURIS-DEMOURIOUX,2.0
23617,Politique de la ville,Patricia BAUMANN,1.0
23630,Politique de la ville,Catherine FORET,8.0
23641,Politique de la ville,Benjamin LIPPENS,10.0
23656,Politique de la ville,Fabien GIRARDIN,5.0
23659,Politique de la ville,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
23666,Politique de la ville,Margot BALDASSI,3.0
23667,Politique de la ville,Philippe GARGOV,8.0
23673,Politique de la ville,Pierre-Alain FOUR,2.0
23697,Politique de la ville,Sophie KELLER,1.0
23701,Politique de la ville,Justin FOLLENFANT,3.0
23702,Politique de la ville,Martin FUSTER,3.0
23718,Politique de la ville,François ROBERT,1.0
23719,Politique de la ville,Loïc BONNEVAL,1.0
23725,Politique de la ville,Abdelhafid HAMMOUCHE,1.0
23732,Politique de la ville,Pierre GROSDEMOUGE,6.0
23737,Politique de la ville,Fatiha BELMESSOUS,1.0
23758,Politique de la ville,Valérie SALA PALA,2.0
23781,Politique de la ville,Marie-Christine JAILLET,1.0
23797,Politique de la ville,Camille DUTHY,1.0
23805,Politique de la ville,Malou ALLAGNAT,2.0
23819,Politique de la ville,Bruno FANTON,1.0
23875,Politique de la ville,Benoît GUILLEMONT,1.0
23884,Politique de la ville, COMMUNAUTÉ URBAINE DE LYON,1.0
23893,Politique de la ville,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,2.0
23894,Politique de la ville,Thomas KIRSZBAUM,2.0
23932,Politique de la ville,Alain BATTEGAY,1.0
23936,Politique de la ville,Giorgio   DE AMBROGIO,2.0
24024,Politique de la ville,Lila COMBE,1.0
24040,Politique de la ville,Philippe ESTÈBE,1.0
24108,Politique de la ville,Claude BREVAN,1.0
24109,Politique de la ville,Dominique LAROUSSE,1.0
24117,Politique de la ville,"""Groupe dInitiatives Pour lIntégration dans la Ville GIPIV""",1.0
24181,Caroline JANUEL,Culture,2.0
24183,Caroline JANUEL,Inclusion,9.0
24192,Caroline JANUEL,Travail,11.0
24193,Caroline JANUEL,Entreprise,5.0
24197,Caroline JANUEL,Transition,58.0
24200,Caroline JANUEL,Numérique,14.0
24201,Caroline JANUEL,Usage,3.0
24203,Caroline JANUEL,Innovation,6.0
24206,Caroline JANUEL,Solidarité,5.0
24207,Caroline JANUEL,Valeurs,6.0
24208,Caroline JANUEL,Économie,15.0
24210,Caroline JANUEL,Cadre de vie,4.0
24212,Caroline JANUEL,Citoyenneté,1.0
24213,Caroline JANUEL,Veille M3,26.0
24216,Caroline JANUEL,Biodiversité,5.0
24218,Caroline JANUEL,Politique de la ville,4.0
24220,Caroline JANUEL,Santé,19.0
24221,Caroline JANUEL,Handicap,5.0
24223,Caroline JANUEL,Ressources,17.0
24224,Caroline JANUEL,Prospective,12.0
24225,Caroline JANUEL,Éducation,5.0
24226,Caroline JANUEL,Mobilité,7.0
24227,Caroline JANUEL,Service public,3.0
24238,Caroline JANUEL,Jeunesse,6.0
24249,Caroline JANUEL,Évaluation,2.0
24251,Caroline JANUEL,Urbanisme,6.0
24252,Caroline JANUEL,Grand Lyon,16.0
24253,Caroline JANUEL,Justice,9.0
24255,Caroline JANUEL,Patrimoine,7.0
24256,Caroline JANUEL,Attractivité,2.0
24264,Caroline JANUEL,Data,7.0
24267,Caroline JANUEL,Développement durable,4.0
24283,Caroline JANUEL,Recherche,6.0
24288,Caroline JANUEL,Management,4.0
24315,Caroline JANUEL,Social,2.0
24413,Caroline JANUEL,Action publique,2.0
24524,Caroline JANUEL,Emploi,1.0
24806,Santé,Boris CHABANEL,10.0
24807,Santé,Catherine DEBRAND,4.0
24808,Santé,Emile HOOGE,11.0
24809,Santé,Cédric POLÈRE,17.0
24810,Santé,Ludovic VIÉVARD,12.0
24811,Santé,Eve DENJEAN,4.0
24814,Santé,Philippe DUJARDIN,1.0
24816,Santé,Aurélien BOUTAUD,16.0
24822,Santé,Nicolas NOVA,1.0
24829,Santé,Geneviève BERNARDIN,1.0
24831,Santé,Julie JEAMMAUD,4.0
24837,Santé,Catherine PANASSIER,12.0
24839,Santé,Caroline JANUEL,19.0
24842,Santé,Marianne CHOUTEAU,2.0
24849,Santé,Nicolas LEPRÊTRE,4.0
24851,Santé,Anouk JORDAN,8.0
24852,Santé,Sylvie  MAURIS-DEMOURIOUX,12.0
24859,Santé,David CHEVALLIER,1.0
24863,Santé,Geoffroy BING,6.0
24865,Santé,Lionel GASTINE,1.0
24879,Santé,Jean FURTOS,2.0
24880,Santé,Alexandre MONNIN,6.0
24886,Santé,Arthur GRIMONPONT,2.0
24898,Santé,Eddy MAAROUFI,9.0
24899,Santé,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,2.0
24900,Santé,Lucas PIESSAT,4.0
24913,Santé,Pierre-Alain FOUR,3.0
24918,Santé,Laure BORNAREL,15.0
24919,Santé,Bruno BENOIT,2.0
24936,Santé,Brice DURY,3.0
24937,Santé,Sophie KELLER,2.0
24939,Santé,Stéphanie PORNIN,2.0
24940,Santé,Cécile PEETERS,2.0
24945,Santé,Maylis NOUVELLON,2.0
24946,Santé,Noémie COUILLARD,2.0
24956,Santé,Antoine LAZARUS,1.0
24961,Santé,Christine OLM,5.0
24970,Santé,Jany DHERVILLEZ,1.0
24972,Santé,Pierre GROSDEMOUGE,10.0
24975,Santé,Jean-Pierre VIGNAT,2.0
24984,Santé,Emmanuel VIGNERON,1.0
25007,Santé,Brigitte YVRAY-DANGUIS,1.0
25015,Santé,Marie-Christine POUCHELLE,1.0
25050,Santé,Béatrice CHARRE,2.0
25051,Santé,Mireille LEMAHIEU,2.0
25059,Santé,Bruno FANTON,1.0
25091,Santé,Faïza BOULKEROUA,1.0
25104,Santé,Sandra DECELLE,2.0
25124,Santé, COMMUNAUTÉ URBAINE DE LYON,1.0
25150,Santé,Patrice MARIE,1.0
25168,Santé,René MORNEX,1.0
25177,Santé,pôle universitaire de Lyon GIP,1.0
25189,Santé,Thierry BRUHAT,1.0
25214,Santé,Jean NORMAND,1.0
25249,Santé,Valérie BUTHION,1.0
25261,Santé,Marie-Elizabeth NICOLEAU,1.0
25262,Santé,Alain BENINI,1.0
25270,Santé,Pascal BEAU,1.0
25298,Santé,Marc JEANNEROD,1.0
25302,Santé,Jean-Paul ARVEILLER,1.0
25311,Santé,Antoine BAILLY,1.0
25352,Santé,Anne-Sophie CLEMENÇON,1.0
25391,Santé,(LMDE) LA MUTUELLE DES ETUDIANTS,1.0
25400,Santé,Gro Harlem BRUNDTLAND,1.0
25402,Santé,François GRATEAU,1.0
25429,Handicap,Cédric POLÈRE,8.0
25430,Handicap,Ludovic VIÉVARD,3.0
25457,Handicap,Catherine PANASSIER,10.0
25459,Handicap,Caroline JANUEL,5.0
25472,Handicap,Sylvie  MAURIS-DEMOURIOUX,6.0
25483,Handicap,Geoffroy BING,3.0
25498,Handicap,Nicolas BALTENNECK,1.0
25499,Handicap,Jean FURTOS,2.0
25538,Handicap,Laure BORNAREL,4.0
25539,Handicap,Bruno BENOIT,1.0
25556,Handicap,Brice DURY,3.0
25559,Handicap,Stéphanie PORNIN,2.0
25560,Handicap,Cécile PEETERS,2.0
25595,Handicap,Jean-Pierre VIGNAT,2.0
25627,Handicap,Brigitte YVRAY-DANGUIS,1.0
25657,Handicap,Camille DUTHY,2.0
25670,Handicap,Béatrice CHARRE,2.0
25671,Handicap,Mireille LEMAHIEU,2.0
25759,Handicap,Elise ROCHE,1.0
25760,Handicap,Guillaume SÉCHET,1.0
25761,Handicap,Emilie DEFOORT,1.0
25827,Handicap,Pierre MARGOT-CATTIN,1.0
25887,Handicap,Luciano LOIACONO-CLOUET,1.0
26041,Marianne CHOUTEAU,Culture,3.0
26053,Marianne CHOUTEAU,Entreprise,1.0
26060,Marianne CHOUTEAU,Numérique,6.0
26061,Marianne CHOUTEAU,Usage,4.0
26063,Marianne CHOUTEAU,Innovation,6.0
26067,Marianne CHOUTEAU,Valeurs,2.0
26070,Marianne CHOUTEAU,Cadre de vie,3.0
26072,Marianne CHOUTEAU,Citoyenneté,3.0
26076,Marianne CHOUTEAU,Biodiversité,1.0
26080,Marianne CHOUTEAU,Santé,2.0
26084,Marianne CHOUTEAU,Prospective,1.0
26085,Marianne CHOUTEAU,Éducation,5.0
26112,Marianne CHOUTEAU,Grand Lyon,22.0
26115,Marianne CHOUTEAU,Patrimoine,4.0
26116,Marianne CHOUTEAU,Attractivité,1.0
26133,Marianne CHOUTEAU,Démocratie,1.0
26143,Marianne CHOUTEAU,Recherche,31.0
26666,Ressources,Boris CHABANEL,14.0
26668,Ressources,Emile HOOGE,3.0
26670,Ressources,Ludovic VIÉVARD,1.0
26676,Ressources,Aurélien BOUTAUD,62.0
26682,Ressources,Nicolas NOVA,20.0
26691,Ressources,Julie JEAMMAUD,8.0
26694,Ressources,Jean-Marc BERTHET,1.0
26699,Ressources,Caroline JANUEL,17.0
26709,Ressources,Nicolas LEPRÊTRE,3.0
26712,Ressources,Sylvie  MAURIS-DEMOURIOUX,18.0
26730,Ressources,Catherine FORET,1.0
26740,Ressources,Alexandre MONNIN,6.0
26749,Ressources,Manon LOISEL,30.0
26750,Ressources,Hélène DELHAY,27.0
26758,Ressources,Eddy MAAROUFI,8.0
26759,Ressources,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
26760,Ressources,Lucas PIESSAT,11.0
26761,Ressources,Gauthier BRAVAIS,4.0
26767,Ressources,Philippe GARGOV,2.0
26779,Ressources,Bruno BENOIT,1.0
26786,Ressources,Jean-Paul BRAVARD,2.0
26788,Ressources,Thomas HAJDUKOWICZ,3.0
26792,Ressources,Stéphanie BEAUCHENE,9.0
26803,Ressources,Perrine TURGAULT,3.0
26814,Ressources,Arnaud FLORENTIN,4.0
26865,Ressources,Laure ISNARD,1.0
26866,Ressources,Bernard BARRAQUE,1.0
26882,Ressources,Sandrine BOUCHER,1.0
26892,Ressources,Julie GAYRAL,3.0
26896,Ressources,Mathieu BRAND,4.0
26920,Ressources,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,1.0
26921,Ressources,Bernard CHOCAT,2.0
26927,Ressources,Michel RAFFIN,1.0
26931,Ressources,Thomas COISPEL,4.0
26960,Ressources,Rémi BARBIER,1.0
26964,Ressources,Sandra DECELLE,2.0
26974,Ressources,Frédéric NAUDON,1.0
26986,Ressources,Didier CAZELLES,4.0
27006,Ressources,Annabelle RICHARD,2.0
27011,Ressources,Natacha GONDRAN,6.0
27014,Ressources,Martin GUESPEREAU,1.0
27015,Ressources,Julie FABRE,1.0
27031,Ressources,Philippe BILLET,1.0
27038,Ressources,Paul D.REITER,1.0
27051,Ressources,Paul MICHELET,1.0
27080,Ressources,François GRETHER,1.0
27082,Ressources,Julia GUDEFIN,1.0
27086,Ressources,Hervé CHAYGNEAUD-DUPUY,3.0
27106,Ressources,Robert JONAC,1.0
27110,Ressources,Gilles BROCARD,1.0
27134,Ressources,Pablo JENSEN,1.0
27148,Ressources,Jean-Louis MICHELOT,1.0
27157,Ressources,Marc CHAMBOLLE,1.0
27185,Ressources,Marie-Amandine VERMILLON,1.0
27187,Ressources,Siegfried Zhiqiang WU,1.0
27239,Ressources,Hervé LE BRAS,1.0
27241,Ressources,Gérard HYTTE,1.0
27255,Ressources,Dieter GRAU,1.0
27256,Ressources,Jessica READ,1.0
27286,Prospective,Boris CHABANEL,2.0
27289,Prospective,Cédric POLÈRE,14.0
27290,Prospective,Ludovic VIÉVARD,6.0
27296,Prospective,Aurélien BOUTAUD,20.0
27305,Prospective,Philippe JURY,1.0
27311,Prospective,Julie JEAMMAUD,6.0
27319,Prospective,Caroline JANUEL,12.0
27322,Prospective,Marianne CHOUTEAU,1.0
27332,Prospective,Sylvie  MAURIS-DEMOURIOUX,7.0
27343,Prospective,Geoffroy BING,2.0
27369,Prospective,Manon LOISEL,5.0
27374,Prospective,Jean-Loup MOLIN,2.0
27375,Prospective,Nicolas RIO,5.0
27378,Prospective,Eddy MAAROUFI,8.0
27379,Prospective,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,5.0
27380,Prospective,Lucas PIESSAT,7.0
27381,Prospective,Gauthier BRAVAIS,7.0
27382,Prospective,Quentin VERNETTE,6.0
